"Wavelength","Transmittance"
1681,94.272841
1682,94.419739
1682,94.539348
1682,94.424318
1683,94.570411
1683,94.708487
1683,94.584826
1684,94.758938
1684,94.920131
1684,94.788868
1685,94.958086
1685,95.134276
1685,95.015953
1686,95.112218
1686,95.290505
1686,95.1941
1687,95.237515
1687,95.407755
1687,95.316631
1688,95.373527
1688,95.52891
1688,95.427707
1689,95.526783
1689,95.662454
1689,95.550637
1690,95.682306
1690,95.800604
1690,95.687161
1691,95.82253
1691,95.935795
1691,95.828649
1692,95.942248
1692,96.066308
1692,95.965517
1693,96.042558
1693,96.189351
1693,96.088433
1694,96.131595
1694,96.304649
1694,96.196337
1695,96.232647
1695,96.425145
1695,96.307439
1696,96.364271
1696,96.556989
1696,96.440209
1697,96.502634
1697,96.680191
1697,96.576435
1698,96.612764
1698,96.776567
1698,96.682942
1699,96.701335
1699,96.856589
1699,96.765521
1700,96.800745
1700,96.949093
1700,96.860297
1701,96.909893
1701,97.054843
1701,96.974
1702,96.995952
1702,97.145014
1702,97.070908
1703,97.057515
1703,97.216124
1703,97.13597
1704,97.114558
1704,97.281182
1704,97.186829
1705,97.179156
1705,97.346188
1705,97.238756
1706,97.254096
1706,97.414059
1706,97.296953
1707,97.331991
1707,97.483934
1707,97.359862
1708,97.405519
1708,97.552456
1708,97.422794
1709,97.471996
1709,97.614221
1709,97.481418
1710,97.534389
1710,97.670778
1710,97.539975
1711,97.597457
1711,97.730699
1711,97.606654
1712,97.661115
1712,97.798995
1712,97.682042
1713,97.718979
1713,97.869925
1713,97.755992
1714,97.766687
1714,97.931813
1714,97.817523
1715,97.810676
1715,97.981504
1715,97.868102
1716,97.861768
1716,98.027722
1716,97.916814
1717,97.917849
1717,98.074804
1717,97.961933
1718,97.966405
1718,98.117815
1718,97.998871
1719,98.008046
1719,98.160261
1719,98.039231
1720,98.0516
1720,98.206859
1720,98.087229
1721,98.096138
1721,98.24904
1721,98.128981
1722,98.138169
1722,98.279422
1722,98.158202
1723,98.177471
1723,98.30039
1723,98.181436
1724,98.211902
1724,98.316898
1724,98.206202
1725,98.237457
1725,98.331635
1725,98.232971
1726,98.25705
1726,98.34865
1726,98.260526
1727,98.281539
1727,98.377456
1727,98.29409
1728,98.31706
1728,98.423081
1728,98.337562
1729,98.359532
1729,98.47953
1729,98.388049
1730,98.402518
1730,98.53585
1730,98.439523
1731,98.44598
1731,98.584015
1731,98.48712
1732,98.492767
1732,98.621612
1732,98.527623
1733,98.539768
1733,98.650865
1733,98.557354
1734,98.573508
1734,98.675531
1734,98.57821
1735,98.587514
1735,98.7035
1735,98.606652
1736,98.594009
1736,98.737391
1736,98.645417
1737,98.600073
1737,98.764939
1737,98.674093
1738,98.601786
1738,98.77459
1738,98.683338
1739,98.601602
1739,98.770969
1739,98.68279
1740,98.608839
1740,98.770685
1740,98.687001
1741,98.626966
1741,98.783543
1741,98.699034
1742,98.651355
1742,98.804938
1742,98.710919
1743,98.679344
1743,98.830295
1743,98.722317
1744,98.711543
1744,98.86062
1744,98.740222
1745,98.746782
1745,98.894106
1745,98.765734
1746,98.782809
1746,98.925424
1746,98.794458
1747,98.817104
1747,98.950387
1747,98.823754
1748,98.844795
1748,98.965885
1748,98.851331
1749,98.86207
1749,98.972224
1749,98.872983
1750,98.87237
1750,98.97739
1750,98.886604
1751,98.882314
1751,98.990795
1751,98.897269
1752,98.89209
1752,99.013691
1752,98.912965
1753,98.898657
1753,99.037647
1753,98.931884
1754,98.905018
1754,99.056226
1754,98.947057
1755,98.915912
1755,99.069004
1755,98.956019
1756,98.928707
1756,99.076792
1756,98.960519
1757,98.934278
1757,99.080965
1757,98.963711
1758,98.932266
1758,99.087014
1758,98.970163
1759,98.936013
1759,99.101481
1759,98.98277
1760,98.954817
1760,99.122813
1760,98.998937
1761,98.981751
1761,99.142032
1761,99.011428
1762,99.001222
1762,99.149587
1762,99.01362
1763,99.00769
1763,99.148687
1763,99.011002
1764,99.008345
1764,99.149978
1764,99.012775
1765,99.010067
1765,99.156597
1765,99.020473
1766,99.01705
1766,99.16726
1766,99.034143
1767,99.035358
1767,99.184299
1767,99.057616
1768,99.065656
1768,99.209452
1768,99.089998
1769,99.094832
1769,99.234987
1769,99.118249
1770,99.108664
1770,99.248833
1770,99.130138
1771,99.10885
1771,99.248034
1771,99.130617
1772,99.108705
1772,99.242278
1772,99.135867
1773,99.114122
1773,99.242056
1773,99.149723
1774,99.11878
1774,99.247999
1774,99.158541
1775,99.118772
1775,99.253832
1775,99.153552
1776,99.117801
1776,99.255969
1776,99.143296
1777,99.120972
1777,99.257658
1777,99.141349
1778,99.131207
1778,99.265033
1778,99.152425
1779,99.14806
1779,99.279406
1779,99.171248
1780,99.16706
1780,99.2948
1780,99.190383
1781,99.179791
1781,99.302667
1781,99.203355
1782,99.181914
1782,99.300225
1782,99.207258
1783,99.179782
1783,99.294925
1783,99.206521
1784,99.182528
1784,99.295111
1784,99.207222
1785,99.192013
1785,99.303077
1785,99.211972
1786,99.202769
1786,99.314361
1786,99.217897
1787,99.2114
1787,99.324627
1787,99.223118
1788,99.219686
1788,99.336521
1788,99.230077
1789,99.227412
1789,99.352823
1789,99.238309
1790,99.230246
1790,99.370113
1790,99.244292
1791,99.224907
1791,99.380388
1791,99.247373
1792,99.2143
1792,99.378541
1792,99.25198
1793,99.207226
1793,99.370296
1793,99.260784
1794,99.211874
1794,99.366913
1794,99.269929
1795,99.228628
1795,99.371777
1795,99.275871
1796,99.249239
1796,99.378709
1796,99.279738
1797,99.263522
1797,99.382497
1797,99.284047
1798,99.26844
1798,99.385704
1798,99.289394
1799,99.271324
1799,99.394541
1799,99.295767
1800,99.280672
1800,99.409458
1800,99.303786
1801,99.293806
1801,99.421678
1801,99.311298
1802,99.300946
1802,99.423244
1802,99.314761
1803,99.299252
1803,99.41702
1803,99.314018
1804,99.293263
1804,99.409401
1804,99.31003
1805,99.286774
1805,99.40274
1805,99.303838
1806,99.281474
1806,99.397577
1806,99.298291
1807,99.279594
1807,99.395605
1807,99.297705
1808,99.28235
1808,99.39808
1808,99.303328
1809,99.28731
1809,99.401853
1809,99.310334
1810,99.292025
1810,99.403112
1810,99.315027
1811,99.297614
1811,99.403255
1811,99.320142
1812,99.303879
1812,99.40685
1812,99.327196
1813,99.3055
1813,99.414712
1813,99.328563
1814,99.300207
1814,99.424847
1814,99.317904
1815,99.294283
1815,99.437255
1815,99.301799
1816,99.294474
1816,99.45073
1816,99.29335
1817,99.299676
1817,99.460965
1817,99.30038
1818,99.304003
1818,99.464631
1818,99.318984
1819,99.30632
1819,99.462999
1819,99.338347
1820,99.311078
1820,99.460796
1820,99.350401
1821,99.320525
1821,99.461621
1821,99.353492
1822,99.331896
1822,99.466932
1822,99.352378
1823,99.340294
1823,99.474507
1823,99.352436
1824,99.341669
1824,99.477848
1824,99.354379
1825,99.336269
1825,99.474401
1825,99.356804
1826,99.331894
1826,99.473414
1826,99.361204
1827,99.337476
1827,99.484688
1827,99.369227
1828,99.35088
1828,99.501511
1828,99.376457
1829,99.358569
1829,99.506281
1829,99.376635
1830,99.349882
1830,99.492858
1830,99.371482
1831,99.332002
1831,99.47699
1831,99.370399
1832,99.32086
1832,99.473363
1832,99.375135
1833,99.320475
1833,99.476696
1833,99.37673
1834,99.324098
1834,99.478008
1834,99.371205
1835,99.3268
1835,99.478137
1835,99.364046
1836,99.329627
1836,99.481697
1836,99.361621
1837,99.33444
1837,99.486874
1837,99.363164
1838,99.34028
1838,99.487705
1838,99.364783
1839,99.34744
1839,99.486604
1839,99.369753
1840,99.358831
1840,99.493813
1840,99.384318
1841,99.374448
1841,99.512487
1841,99.404549
1842,99.389315
1842,99.533563
1842,99.4177
1843,99.398074
1843,99.544541
1843,99.415018
1844,99.399972
1844,99.539214
1844,99.40163
1845,99.398725
1845,99.524067
1845,99.392367
1846,99.397557
1846,99.512694
1846,99.393518
1847,99.39714
1847,99.513076
1847,99.399479
1848,99.397837
1848,99.524138
1848,99.405333
1849,99.400687
1849,99.539372
1849,99.410273
1850,99.405399
1850,99.550185
1850,99.413192
1851,99.409143
1851,99.550983
1851,99.41222
1852,99.408438
1852,99.543395
1852,99.407326
1853,99.402556
1853,99.534331
1853,99.401182
1854,99.395208
1854,99.530738
1854,99.397793
1855,99.391442
1855,99.532878
1855,99.39862
1856,99.392821
1856,99.534893
1856,99.401665
1857,99.396376
1857,99.531965
1857,99.403049
1858,99.399355
1858,99.526363
1858,99.402187
1859,99.402723
1859,99.526231
1859,99.404602
1860,99.407226
1860,99.534508
1860,99.413667
1861,99.409375
1861,99.543271
1861,99.423472
1862,99.40591
1862,99.542689
1862,99.425434
1863,99.400018
1863,99.533254
1863,99.420521
1864,99.397724
1864,99.524598
1864,99.417649
1865,99.399607
1865,99.524639
1865,99.421304
1866,99.400766
1866,99.53429
1866,99.427719
1867,99.398008
1867,99.549868
1867,99.432739
1868,99.39324
1868,99.565162
1868,99.436966
1869,99.389567
1869,99.572701
1869,99.440964
1870,99.388515
1870,99.570407
1870,99.441636
1871,99.391863
1871,99.56477
1871,99.437213
1872,99.400002
1872,99.561153
1872,99.429646
1873,99.408011
1873,99.556309
1873,99.420511
1874,99.408509
1874,99.544433
1874,99.409588
1875,99.400336
1875,99.527334
1875,99.398378
1876,99.392056
1876,99.514669
1876,99.391841
1877,99.393579
1877,99.513387
1877,99.394037
1878,99.405352
1878,99.521183
1878,99.403741
1879,99.417974
1879,99.531237
1879,99.415661
1880,99.422037
1880,99.539075
1880,99.424656
1881,99.417141
1881,99.544292
1881,99.429323
1882,99.410667
1882,99.548199
1882,99.432009
1883,99.40862
1883,99.550556
1883,99.435496
1884,99.409582
1884,99.549228
1884,99.440236
1885,99.408016
1885,99.542775
1885,99.44338
1886,99.402063
1886,99.533068
1886,99.441138
1887,99.395664
1887,99.525149
1887,99.433163
1888,99.392861
1888,99.522661
1888,99.422849
1889,99.393695
1889,99.524512
1889,99.415066
1890,99.396916
1890,99.527678
1890,99.414807
1891,99.402852
1891,99.531559
1891,99.424227
1892,99.410463
1892,99.536868
1892,99.438727
1893,99.414893
1893,99.542544
1893,99.449093
1894,99.411878
1894,99.546994
1894,99.449504
1895,99.403019
1895,99.549927
1895,99.442707
1896,99.393711
1896,99.550779
1896,99.436216
1897,99.38668
1897,99.547162
1897,99.433164
1898,99.381611
1898,99.538423
1898,99.430572
1899,99.379779
1899,99.529597
1899,99.426575
1900,99.38326
1900,99.527165
1900,99.423564
1901,99.390088
1901,99.530571
1901,99.42353
1902,99.395117
1902,99.53274
1902,99.424932
1903,99.396402
1903,99.528895
1903,99.424715
1904,99.397756
1904,99.522649
1904,99.422733
1905,99.403499
1905,99.522326
1905,99.422088
1906,99.413222
1906,99.531504
1906,99.42481
1907,99.423335
1907,99.545122
1907,99.429669
1908,99.430726
1908,99.554064
1908,99.432892
1909,99.434011
1909,99.55264
1909,99.431351
1910,99.434006
1910,99.544396
1910,99.427174
1911,99.432989
1911,99.537646
1911,99.425079
1912,99.432183
1912,99.535818
1912,99.426298
1913,99.430043
1913,99.537199
1913,99.428529
1914,99.424524
1914,99.541145
1914,99.430801
1915,99.417085
1915,99.549696
1915,99.436092
1916,99.412161
1916,99.561325
1916,99.446586
1917,99.412751
1917,99.568862
1917,99.4599
1918,99.416843
1918,99.56778
1918,99.471242
1919,99.41866
1919,99.562526
1919,99.477445
1920,99.413946
1920,99.558499
1920,99.477001
1921,99.402933
1921,99.552737
1921,99.468536
1922,99.389919
1922,99.5414
1922,99.45459
1923,99.381552
1923,99.530418
1923,99.443551
1924,99.382782
1924,99.529908
1924,99.442248
1925,99.392749
1925,99.539262
1925,99.447296
1926,99.405255
1926,99.546602
1926,99.448634
1927,99.41279
1927,99.543361
1927,99.441013
1928,99.410528
1928,99.532031
1928,99.427364
1929,99.399965
1929,99.520025
1929,99.413369
1930,99.389477
1930,99.513089
1930,99.403967
1931,99.387299
1931,99.513214
1931,99.401785
1932,99.393093
1932,99.51825
1932,99.406254
1933,99.398592
1933,99.523288
1933,99.413763
1934,99.397414
1934,99.524358
1934,99.419943
1935,99.391651
1935,99.523199
1935,99.423246
1936,99.386834
1936,99.524139
1936,99.423463
1937,99.384581
1937,99.527718
1937,99.420143
1938,99.382831
1938,99.530723
1938,99.413635
1939,99.380491
1939,99.530714
1939,99.405566
1940,99.378733
1940,99.527981
1940,99.397658
1941,99.378655
1941,99.523624
1941,99.391058
1942,99.380276
1942,99.51903
1942,99.387718
1943,99.383454
1943,99.516925
1943,99.390257
1944,99.387561
1944,99.518869
1944,99.398362
1945,99.389817
1945,99.521345
1945,99.407035
1946,99.385773
1946,99.5184
1946,99.410779
1947,99.372926
1947,99.508447
1947,99.408245
1948,99.354394
1948,99.495994
1948,99.40187
1949,99.33851
1949,99.486737
1949,99.394704
1950,99.332993
1950,99.482705
1950,99.388588
1951,99.338255
1951,99.482187
1951,99.384216
1952,99.347253
1952,99.482462
1952,99.381826
1953,99.353314
1953,99.481957
1953,99.381848
1954,99.356954
1954,99.481255
1954,99.38512
1955,99.362139
1955,99.482466
1955,99.391087
1956,99.367432
1956,99.486061
1956,99.395754
1957,99.366603
1957,99.489767
1957,99.395123
1958,99.358388
1958,99.491466
1958,99.389966
1959,99.350031
1959,99.491201
1959,99.384039
1960,99.348675
1960,99.489843
1960,99.378556
1961,99.353208
1961,99.487478
1961,99.371937
1962,99.357636
1962,99.484807
1962,99.365459
1963,99.358997
1963,99.484108
1963,99.36422
1964,99.35815
1964,99.486619
1964,99.370469
1965,99.355245
1965,99.490258
1965,99.379208
1966,99.34883
1966,99.491499
1966,99.382378
1967,99.338971
1967,99.488565
1967,99.375599
1968,99.328126
1968,99.481676
1968,99.360514
1969,99.318947
1969,99.472018
1969,99.343518
1970,99.313465
1970,99.462513
1970,99.333112
1971,99.313526
1971,99.457565
1971,99.334815
1972,99.319289
1972,99.45909
1972,99.3456
1973,99.327773
1973,99.463715
1973,99.355518
1974,99.335305
1974,99.466478
1974,99.357901
1975,99.34093
1975,99.466351
1975,99.355844
1976,99.345083
1976,99.465705
1976,99.355955
1977,99.345828
1977,99.465721
1977,99.3588
1978,99.339785
1978,99.465579
1978,99.359405
1979,99.327315
1979,99.46509
1979,99.354962
1980,99.314235
1980,99.464496
1980,99.347801
1981,99.30716
1981,99.461622
1981,99.341655
1982,99.308224
1982,99.453267
1982,99.338591
1983,99.314409
1983,99.440258
1983,99.338686
1984,99.320488
1984,99.428471
1984,99.339774
1985,99.322281
1985,99.422707
1985,99.337548
1986,99.319152
1986,99.421581
1986,99.329607
1987,99.314406
1987,99.420464
1987,99.31948
1988,99.312102
1988,99.417338
1988,99.313384
1989,99.312941
1989,99.414448
1989,99.313473
1990,99.313777
1990,99.414866
1990,99.316194
1991,99.310966
1991,99.418904
1991,99.316424
1992,99.303436
1992,99.423776
1992,99.310983
1993,99.293034
1993,99.426475
1993,99.300046
1994,99.282873
1994,99.426706
1994,99.287815
1995,99.275367
1995,99.426281
1995,99.280441
1996,99.271215
1996,99.426329
1996,99.281162
1997,99.269618
1997,99.426308
1997,99.287769
1998,99.269111
1998,99.425209
1998,99.295425
1999,99.268375
1999,99.422066
1999,99.300844
2000,99.266851
2000,99.415587
2000,99.302646
2001,99.26504
2001,99.405427
2001,99.299692
2002,99.263865
2002,99.394341
2002,99.291822
2003,99.263194
2003,99.386415
2003,99.280995
2004,99.261638
2004,99.382825
2004,99.269649
2005,99.25865
2005,99.38132
2005,99.258755
2006,99.256234
2006,99.380704
2006,99.250085
2007,99.256389
2007,99.38287
2007,99.247506
2008,99.257228
2008,99.387899
2008,99.25171
2009,99.255069
2009,99.391788
2009,99.256734
2010,99.250597
2010,99.392032
2010,99.255737
2011,99.249077
2011,99.392023
2011,99.24933
2012,99.252701
2012,99.395637
2012,99.244203
2013,99.256492
2013,99.400065
2013,99.244643
2014,99.254488
2014,99.398704
2014,99.248919
2015,99.247018
2015,99.389154
2015,99.252498
2016,99.23903
2016,99.374436
2016,99.251846
2017,99.233793
2017,99.3585
2017,99.246785
2018,99.231396
2018,99.344953
2018,99.242082
2019,99.231392
2019,99.337982
2019,99.243953
2020,99.233165
2020,99.339218
2020,99.2519
2021,99.234674
2021,99.344497
2021,99.257351
2022,99.234031
2022,99.348025
2022,99.253829
2023,99.231584
2023,99.349004
2023,99.245156
2024,99.228217
2024,99.350356
2024,99.239285
2025,99.223014
2025,99.352081
2025,99.237188
2026,99.215388
2026,99.35071
2026,99.233627
2027,99.207832
2027,99.344977
2027,99.226272
2028,99.203048
2028,99.337104
2028,99.217385
2029,99.199381
2029,99.328815
2029,99.208282
2030,99.192959
2030,99.32063
2030,99.199136
2031,99.184359
2031,99.315191
2031,99.194182
2032,99.179076
2032,99.315859
2032,99.199068
2033,99.180008
2033,99.320431
2033,99.210958
2034,99.182447
2034,99.321287
2034,99.217962
2035,99.178582
2035,99.313987
2035,99.211786
2036,99.166038
2036,99.302447
2036,99.196836
2037,99.150897
2037,99.293678
2037,99.184176
2038,99.142843
2038,99.29059
2038,99.18045
2039,99.14703
2039,99.291409
2039,99.184542
2040,99.15945
2040,99.292697
2040,99.19056
2041,99.170131
2041,99.291133
2041,99.191081
2042,99.171733
2042,99.285313
2042,99.181123
2043,99.16488
2043,99.277804
2043,99.162861
2044,99.154826
2044,99.273223
2044,99.145209
2045,99.145156
2045,99.273164
2045,99.136818
2046,99.136648
2046,99.27514
2046,99.139929
2047,99.129689
2047,99.276745
2047,99.150248
2048,99.124271
2048,99.277826
2048,99.160433
2049,99.118679
2049,99.278019
2049,99.16429
2050,99.111897
2050,99.275881
2050,99.161158
2051,99.107101
2051,99.272034
2051,99.156892
2052,99.108972
2052,99.269633
2052,99.157363
2053,99.116657
2053,99.269596
2053,99.160482
2054,99.122625
2054,99.268174
2054,99.1581
2055,99.120469
2055,99.261675
2055,99.146876
2056,99.111832
2056,99.251384
2056,99.133523
2057,99.10382
2057,99.241423
2057,99.126954
2058,99.101209
2058,99.233757
2058,99.12822
2059,99.103196
2059,99.228298
2059,99.131078
2060,99.106692
2060,99.226621
2060,99.130467
2061,99.110535
2061,99.232019
2061,99.127495
2062,99.116055
2062,99.24523
2062,99.126999
2063,99.124271
2063,99.261602
2063,99.132009
2064,99.132955
2064,99.27326
2064,99.140134
2065,99.13703
2065,99.274557
2065,99.144832
2066,99.133111
2066,99.266684
2066,99.141647
2067,99.123583
2067,99.256803
2067,99.133452
2068,99.114558
2068,99.251154
2068,99.127398
2069,99.109577
2069,99.249391
2069,99.126621
2070,99.106722
2070,99.246845
2070,99.127288
2071,99.102
2071,99.24098
2071,99.123756
2072,99.09383
2072,99.232949
2072,99.11404
2073,99.08333
2073,99.223841
2073,99.099934
2074,99.072053
2074,99.214011
2074,99.085355
2075,99.061695
2075,99.207088
2075,99.076159
2076,99.055345
2076,99.209357
2076,99.077903
2077,99.056102
2077,99.221596
2077,99.090179
2078,99.062838
2078,99.234559
2078,99.10402
2079,99.068792
2079,99.236847
2079,99.108121
2080,99.066717
2080,99.226454
2080,99.09862
2081,99.055941
2081,99.211394
2081,99.082155
2082,99.043465
2082,99.200671
2082,99.070214
2083,99.037694
2083,99.198065
2083,99.070603
2084,99.041759
2084,99.203414
2084,99.082579
2085,99.052955
2085,99.214951
2085,99.09847
2086,99.066744
2086,99.228402
2086,99.110051
2087,99.079609
2087,99.237072
2087,99.114336
2088,99.089157
2088,99.236209
2088,99.113922
2089,99.094027
2089,99.227374
2089,99.112738
2090,99.094395
2090,99.21714
2090,99.112435
2091,99.091315
2091,99.211128
2091,99.111989
2092,99.085238
2092,99.209652
2092,99.109079
2093,99.076328
2093,99.209127
2093,99.102036
2094,99.066086
2094,99.206765
2094,99.091821
2095,99.056724
2095,99.202989
2095,99.08182
2096,99.048657
2096,99.19963
2096,99.074641
2097,99.04076
2097,99.197326
2097,99.070184
2098,99.033775
2098,99.195496
2098,99.068227
2099,99.030834
2099,99.193564
2099,99.070627
2100,99.032822
2100,99.190555
2100,99.077543
2101,99.035361
2101,99.184333
2101,99.082973
2102,99.033105
2102,99.173648
2102,99.078989
2103,99.026309
2103,99.16118
2103,99.06519
2104,99.021038
2104,99.152609
2104,99.050194
2105,99.022995
2105,99.151852
2105,99.042548
2106,99.032504
2106,99.157945
2106,99.043367
2107,99.044985
2107,99.166678
2107,99.049101
2108,99.054669
2108,99.173982
2108,99.05737
2109,99.058019
2109,99.177843
2109,99.066953
2110,99.05547
2110,99.179011
2110,99.074757
2111,99.050895
2111,99.180921
2111,99.076974
2112,99.048776
2112,99.187397
2112,99.073178
2113,99.051007
2113,99.198725
2113,99.066924
2114,99.055839
2114,99.21013
2114,99.062149
2115,99.059232
2115,99.214935
2115,99.060165
2116,99.05733
2116,99.209576
2116,99.059694
2117,99.048893
2117,99.196193
2117,99.058542
2118,99.036497
2118,99.181318
2118,99.055503
2119,99.025153
2119,99.171726
2119,99.05165
2120,99.018909
2120,99.169921
2120,99.049619
2121,99.018355
2121,99.172879
2121,99.050868
2122,99.020972
2122,99.175716
2122,99.053744
2123,99.02345
2123,99.176726
2123,99.05489
2124,99.024105
2124,99.17829
2124,99.052717
2125,99.023967
2125,99.183344
2125,99.049292
2126,99.025277
2126,99.191957
2126,99.048641
2127,99.028088
2127,99.200929
2127,99.052843
2128,99.029129
2128,99.205563
2128,99.059643
2129,99.025675
2129,99.202637
2129,99.064387
2130,99.019862
2130,99.193623
2130,99.064519
2131,99.016611
2131,99.184599
2131,99.06143
2132,99.017333
2132,99.180668
2132,99.057763
2133,99.018667
2133,99.180343
2133,99.05451
2134,99.018159
2134,99.17773
2134,99.051698
2135,99.018076
2135,99.170703
2135,99.050213
2136,99.021918
2136,99.164518
2136,99.051151
2137,99.029709
2137,99.166175
2137,99.054277
2138,99.038723
2138,99.176847
2138,99.058598
2139,99.046707
2139,99.190924
2139,99.063426
2140,99.052255
2140,99.201039
2140,99.06764
2141,99.054082
2141,99.203127
2141,99.06968
2142,99.05259
2142,99.198309
2142,99.070335
2143,99.050864
2143,99.191597
2143,99.073712
2144,99.051815
2144,99.188081
2144,99.082528
2145,99.055341
2145,99.189149
2145,99.093695
2146,99.05997
2146,99.192303
2146,99.101687
2147,99.065463
2147,99.194574
2147,99.105223
2148,99.071408
2148,99.195476
2148,99.106999
2149,99.075113
2149,99.196904
2149,99.107353
2150,99.074348
2150,99.201279
2150,99.102747
2151,99.071365
2151,99.209584
2151,99.091609
2152,99.070735
2152,99.219667
2152,99.077982
2153,99.073256
2153,99.226605
2153,99.067589
2154,99.075117
2154,99.226712
2154,99.062676
2155,99.07372
2155,99.221802
2155,99.062098
2156,99.071771
2156,99.218022
2156,99.064429
2157,99.074442
2157,99.220089
2157,99.069506
2158,99.083637
2158,99.227614
2158,99.077897
2159,99.095387
2159,99.236412
2159,99.089314
2160,99.102132
2160,99.241387
2160,99.100743
2161,99.098503
2161,99.238754
2161,99.107176
2162,99.086722
2162,99.228819
2162,99.106666
2163,99.075766
2163,99.217497
2163,99.103947
2164,99.073064
2164,99.212178
2164,99.105597
2165,99.077189
2165,99.214409
2165,99.111425
2166,99.080631
2166,99.218636
2166,99.114345
2167,99.079185
2167,99.219405
2167,99.109948
2168,99.076035
2168,99.217689
2168,99.102754
2169,99.076449
2169,99.218542
2169,99.100899
2170,99.081296
2170,99.224556
2170,99.10706
2171,99.087138
2171,99.233796
2171,99.116716
2172,99.091126
2172,99.242984
2172,99.123752
2173,99.094517
2173,99.25071
2173,99.126064
2174,99.101705
2174,99.257814
2174,99.126793
2175,99.115678
2175,99.265587
2175,99.131058
2176,99.13355
2176,99.273299
2176,99.140192
2177,99.147277
2177,99.277704
2177,99.148694
2178,99.150547
2178,99.276586
2178,99.148821
2179,99.144857
2179,99.272689
2179,99.139197
2180,99.137294
2180,99.271521
2180,99.127031
2181,99.133086
2181,99.274595
2181,99.120906
2182,99.132527
2182,99.277736
2182,99.123196
2183,99.134256
2183,99.277461
2183,99.130314
2184,99.13778
2184,99.275891
2184,99.137967
2185,99.141904
2185,99.276866
2185,99.14426
2186,99.14397
2186,99.279782
2186,99.149178
2187,99.142738
2187,99.280645
2187,99.1533
2188,99.140203
2188,99.277976
2188,99.157113
2189,99.13922
2189,99.27486
2189,99.161027
2190,99.141113
2190,99.275894
2190,99.166163
2191,99.146453
2191,99.284209
2191,99.17416
2192,99.155382
2192,99.299955
2192,99.184439
2193,99.165156
2193,99.318771
2193,99.192323
2194,99.169946
2194,99.332607
2194,99.192724
2195,99.166318
2195,99.335422
2195,99.186048
2196,99.157795
2196,99.328477
2196,99.177784
2197,99.151336
2197,99.318081
2197,99.171816
2198,99.15023
2198,99.308755
2198,99.167359
2199,99.152935
2199,99.301013
2199,99.163472
2200,99.157493
2200,99.294966
2200,99.162907
2201,99.163126
2201,99.292333
2201,99.168767
2202,99.167289
2202,99.293816
2202,99.17953
2203,99.165498
2203,99.297246
2203,99.190016
2204,99.156648
2204,99.300064
2204,99.196142
2205,99.146453
2205,99.302329
2205,99.197249
2206,99.143206
2206,99.306338
2206,99.195695
2207,99.150762
2207,99.314389
2207,99.19615
2208,99.166434
2208,99.327016
2208,99.203189
2209,99.183982
2209,99.341447
2209,99.216538
2210,99.197054
2210,99.351236
2210,99.22928
2211,99.201804
2211,99.350064
2211,99.233205
2212,99.199333
2212,99.338223
2212,99.226228
2213,99.19541
2213,99.324268
2213,99.213646
2214,99.19536
2214,99.317988
2214,99.203025
2215,99.198773
2215,99.32146
2215,99.198931
2216,99.20096
2216,99.328204
2216,99.201305
2217,99.199671
2217,99.33129
2217,99.207038
2218,99.198277
2218,99.331156
2218,99.213379
2219,99.201592
2219,99.334802
2219,99.220837
2220,99.210314
2220,99.347688
2220,99.232062
2221,99.220606
2221,99.367107
2221,99.247078
2222,99.227815
2222,99.383739
2222,99.260923
2223,99.229814
2223,99.389605
2223,99.267596
2224,99.228149
2224,99.384416
2224,99.265653
2225,99.227032
2225,99.374688
2225,99.258844
2226,99.230043
2226,99.367697
2226,99.25225
2227,99.236733
2227,99.366601
2227,99.249025
2228,99.243367
2228,99.370263
2228,99.249848
2229,99.247511
2229,99.376167
2229,99.253734
2230,99.250147
2230,99.382647
2230,99.259313
2231,99.25245
2231,99.388695
2231,99.265937
2232,99.253005
2232,99.392899
2232,99.273229
2233,99.250468
2233,99.394081
2233,99.27968
2234,99.247102
2234,99.393629
2234,99.283433
2235,99.246716
2235,99.395767
2235,99.285131
2236,99.249948
2236,99.403422
2236,99.287861
2237,99.254151
2237,99.413808
2237,99.292662
2238,99.257028
2238,99.420294
2238,99.295933
2239,99.257673
2239,99.419618
2239,99.293676
2240,99.255167
2240,99.415561
2240,99.287357
2241,99.249848
2241,99.4142
2241,99.283093
2242,99.245819
2242,99.41718
2242,99.285077
2243,99.248114
2243,99.42144
2243,99.291588
2244,99.256327
2244,99.424176
2244,99.297657
2245,99.264331
2245,99.425534
2245,99.300266
2246,99.267714
2246,99.426748
2246,99.300676
2247,99.268532
2247,99.428305
2247,99.302548
2248,99.271572
2248,99.430638
2248,99.308171
2249,99.278987
2249,99.434834
2249,99.316182
2250,99.290364
2250,99.441316
2250,99.323033
2251,99.304486
2251,99.448717
2251,99.326278
2252,99.318213
2252,99.454959
2252,99.325731
2253,99.326523
2253,99.459433
2253,99.322161
2254,99.327502
2254,99.463612
2254,99.317196
2255,99.326489
2255,99.469754
2255,99.315215
2256,99.331181
2256,99.478411
2256,99.321683
2257,99.342846
2257,99.486843
2257,99.336948
2258,99.354748
2258,99.490773
2258,99.353459
2259,99.359727
2259,99.488544
2259,99.362681
2260,99.35725
2260,99.483503
2260,99.364317
2261,99.352622
2261,99.480597
2261,99.365408
2262,99.351275
2262,99.481394
2262,99.370202
2263,99.354058
2263,99.483183
2263,99.374025
2264,99.357396
